gene	utrprism_percentile	sequence_only_percentile	full_model_zero_coverage_percentile	miranda_score_max_percentile	targetscan_score_percentile	mirdb_score_percentile	wt_expression	ko_expression	rna_derepression	wt_exon	ko_exon	wt_intron	ko_intron	stability_derepression	protein_derepression	protein_change_fdr	published_stabilized_target	ago_3utr_motif	ago_3utr_ko_depleted	ago_3utr_canonical	ago_3utr_direct
Amotl1	0.2885572139303483	0.0945273631840796	0.1940298507462686	0.3532338308457711			318.1541377991859	355.4312318110524	0.1593704043248601	321.10548617894665	352.39451450874407	23.64042948504361	35.90429216036383	-0.4490148035132257	-0.0883277612604961	0.564362321434155	0	0	0	0	0
Ankrd46	0.6509433962264151	0.7735849056603774	0.7830188679245284	0.9056603773584906			829.5657773149719	1138.8351300654722	0.456658829575494	838.6241920445735	1129.8403023658414	288.2382743539576	380.77645131042806	0.0291099219041026	0.169399697720166	0.373944711674266	0	0	0	0	0
Ap1s2	0.9601990049751244	0.8805970149253731	0.9502487562189056	0.8656716417910447			470.93808626445497	375.3814958346471	-0.3264019021680348	475.95896768511534	372.48830333886167	227.36419597810857	174.3270993099053	0.0284853778067236	-0.144994596876093	0.760685329711644	0	0	0	0	0
Apol11a	0.8756218905472637	0.7014925373134329	0.7014925373134329	0.0696517412935323			13.795405535601864	33.090396598300885	1.2042161427783644	13.962817832810194	32.847020816864465	35.42687386956078	63.29155628355144	0.3580208774776123			0	0	0	0	0
Arfrp1	0.7213930348258707	0.736318407960199	0.6965174129353234	0.5895522388059702			1184.3707427889058	1214.3294052387366	0.0360090431030753	1198.084595191992	1205.2467580749133	283.9789722934547	331.8680932266342	-0.2155034968367599	-0.0155195955276124	0.952312249150574	0	0	1	0	0
Arhgap28	0.323943661971831	0.2253521126760563	0.3098591549295774	0.7253521126760564			43.81422975085831	39.99989259136402	-0.1283367701289536	44.378069986982666	39.68523437464135	10.35600250739269	9.094103344349284	0.0124523622462443			0	0	0	0	0
Arhgap31	0.2139303482587064	0.3980099502487562	0.36318407960199	0.5895522388059702			334.9611272641393	338.8951398281704	0.0167954187707017	338.3809484643052	336.1732554045413	23.343015323775933	28.538970707899608	-0.2885271465209655	0.0256839112570407	0.86401311592176	0	0	0	0	0
Asap1	0.7887323943661971	0.4084507042253521	0.4929577464788732	0.1126760563380281	0.2727272727272727	0.2352941176470588	9669.63516279401	10213.973792232378	0.0790029492027879	9780.931208436505	10137.175233438133	1809.1825003101349	1921.3946112674128	-0.0351625726986215	0.0178040297089838	0.929079036644286	0	0	0	0	0
Atp1a2	0.1037735849056603	0.1132075471698113	0.2924528301886792	0.1981132075471698			7.206064504337154	8.747343551335305	0.2483185993117036	7.301041697064986	8.667108710222067	0.7859693240672044	0.3018347657005722	0.6759530274709069	-0.027148975591209	0.927260901018876	0	0	0	0	0
Atrn	0.1126760563380281	0.0985915492957746	0.0140845070422535	0.9295774647887324		0.3529411764705882	2068.7031450734057	2103.680569761992	0.02417743149157	2092.051701837332	2087.3233887632427	362.1195106383717	362.8661973345936	-0.006226394147395	0.164865410277372	0.391745210600067	0	0	0	0	0
B3gnt5	0.7746478873239436	0.8450704225352113	0.7887323943661971	0.3943661971830985			19.50225650229279	15.42167896791963	-0.32018106601434	19.70343576442585	15.279752608554782	3.3717449944559053	2.772467605762666	-0.1340906905256589			0	0	0	0	0
BC028528	0.2169811320754717	0.4716981132075472	0.4433962264150943	0.8867924528301887			77.87619607125721	68.32159890519944	-0.1862850464582528	78.68102580008285	67.77953479806422	107.76086372006785	127.23212096494107	-0.4498550379668919			0	0	0	0	0
Bbox1	0.7924528301886793	0.4622641509433962	0.8018867924528302	0.1981132075471698			226.1973385993024	208.9054128712104	-0.114206564977595	228.21696941994355	207.0319211409804	29.976807726538738	26.63416350551761	0.0248265980443319	0.106211768628971	0.617173259133215	0	0	0	0	0
Bcas1	0.8873239436619719	0.647887323943662	0.9014084507042254	0.056338028169014			263.7037547409064	206.1515930410958	-0.3536917441610314	266.07970339115576	204.38687374618243	179.90474917437635	130.9411476569908	0.0764093625569148	0.0579111040240327	0.754149977879533	0	0	0	0	0
Bmp3	0.0094339622641509	0.4433962264150943	0.160377358490566	0.7169811320754716			0.4917299651717763	0.0	-0.5769864007631517	0.5015353735605355	0.0	0.0	0.2347245692818645	-0.8906277175687465			0	0	0	0	0
Braf	0.527363184079602	0.2238805970149253	0.1393034825870646	0.9203980099502488			2654.8900449753305	2808.9869221599697	0.0813679963692504	2686.06230649919	2787.381018730803	1213.1115820924608	1384.9366842820853	-0.1375623951140454	-0.0444716786810586	0.724948603908585	0	0	0	0	0
Brcc3	0.6965174129353234	0.4278606965174129	0.5920398009950248	0.9950248756218906			2277.493940964184	2417.072985608002	0.0857772565416027	2304.0614348868044	2398.4639766733017	1274.3903514284336	1233.216427473969	0.1052504217426609	-0.0242461310787491	0.892370594830993	0	0	1	0	0
Brwd3	0.8208955223880597	0.572139303482587	0.8308457711442786	0.6268656716417911			1412.1708735613763	1909.2075460984784	0.4347934774452973	1428.7124032640145	1894.5954084074283	93.09517185018171	115.62618424268268	0.0972269764396042	0.211305647394586	0.0594098224844351	0	0	0	0	0
Btbd7	0.7014925373134329	0.6567164179104478	0.3532338308457711	0.6268656716417911			1236.814491220235	1435.1824533322322	0.2144439245638355	1250.786109323457	1424.2862727009508	1028.2769658845684	838.8955594658552	0.4806130456023996			0	0	0	0	0
C1rl	0.6320754716981132	0.6509433962264151	0.3679245283018867	0.330188679245283			481.6310592265486	456.13308626215786	-0.0783065199647129	485.8846905901226	452.2314273683807	98.29848695976251	74.11766388345804	0.299287302729569	0.063091762845082	0.68388368031847	0	0	0	0	0
Calcb	0.9552238805970148	0.9502487562189056	0.9950248756218906	0.0696517412935323			0.0	0.0	0.0								0	0	0	0	0
Calcr	0.6119402985074627	0.4427860696517413	0.8557213930348259	0.6268656716417911			0.4917299651717763	0.297770244390709	-0.2009514077324822	0.5015353735605355	0.2953063148252603	1.8980742258008825	1.6376553621760683	-0.0773066825853155			0	0	0	0	0
Camk2d	0.4647887323943662	0.3943661971830985	0.4788732394366197	0.4859154929577465		0.1764705882352941	308.3062431911084	279.87409396083285	-0.1391123882055256	311.41760469145424	277.6063850152894	93.1427749175748	64.76613030367945	0.3522581638926518	-0.0538612657363268	0.712353276277747	0	0	0	0	0
Car8	0.9253731343283582	0.6119402985074627	0.9203980099502488	0.1169154228855721		0.2	191.0224329157249	154.49678520622834	-0.3043901089583654	192.69663363806436	153.18111220297644	73.03047506287744	51.93040634296676	0.1548497165516926			0	0	0	0	0
Casp3	0.8606965174129353	0.5472636815920398	0.8756218905472637	0.6616915422885572			3828.792906186319	3577.1166002311325	-0.0980659800502247	3874.036821118783	3550.554480334695	577.4870144278426	469.7626176983733	0.1715254084816772	-0.185081319630415	0.439683062126657	0	0	0	0	0
Cbln3	0.4029850746268656	0.154228855721393	0.1641791044776119	0.9353233830845772			17.00706599319943	12.737835684178142	-0.3904083989572298	17.177343683084445	12.635652459570707	0.3595601198500379	0.0	0.0283822940282397			0	0	0	0	0
Ccdc24	0.2924528301886792	0.1886792452830188	0.1415094339622641	0.5330188679245284			0.6988646598926934	0.893310733172127	0.1563402831276144	0.7038273936370251	0.8859189444757809	53.128699756811606	15.675446694609724	1.8451568054548817			0	0	0	0	0
Ccdc96	0.8159203980099502	0.8208955223880597	0.7611940298507462	0.4054726368159204			31.33786956897388	12.256651402334048	-1.286508236413688								0	0	0	0	0
Cd55	0.5621890547263682	0.8507462686567164	0.8009950248756219	0.9203980099502488			2821.9535391208715	1784.124690244125	-0.6611805353009402	2854.475637601668	1770.2766742180513	1850.6405017917448	1197.515939793305	-0.0613865680945264	-0.228433649677213	0.144251656233522	0	0	0	0	0
Cdh5	0.6197183098591549	0.4225352112676056	0.2394366197183098	0.3380281690140845	0.4545454545454545	0.0588235294117647	1017.0897346241228	1112.9976985559117	0.1298815257354287	1026.95106765273	1103.8006111648751	59.25911827974962	56.00675616403769	0.1840610842826172	0.0149179431053247	0.952287694890795	0	0	0	0	0
Cds1	0.1641791044776119	0.4925373134328358	0.527363184079602	0.0273631840796019			61.46550008001336	64.58742456744267	0.0703596215336075	62.185363039685846	64.08626630100785	35.265544013847325	38.27951521041123	-0.0724148725784525			0	0	0	0	0
Cerk	0.5754716981132075	0.2452830188679245	0.3396226415094339	0.0613207547169811			657.005385748513	570.8054643229574	-0.2025749856046865	663.986850078808	566.2342638471574	159.49346215959022	153.0343060746102	-0.1701183011198221			0	0	0	0	0
Cers6	0.5223880597014925	0.36318407960199	0.0497512437810945	0.7412935323383084													0	0	0	0	0
Chic2	0.5377358490566038	0.2169811320754717	0.0377358490566037	0.7169811320754716			923.1718551329914	1065.5687119946665	0.2067438527713497	933.4198274745798	1057.1665756641346	312.38608921296856	362.761525387899	-0.035627856129483	-0.0323975452253214	0.87896900972012	0	0	0	0	0
Chst13	0.3582089552238806	0.6865671641791045	0.4527363184079602	0.2412935323383084			108.82725836848144	117.37748498621625	0.1081585453896763	109.81845205076304	116.39481559076148	27.30457427308893	38.60181063895062	-0.4013605920104564	0.0029341706920954	0.993041765299387	0	0	0	0	0
Chst2	0.1194029850746268	0.1442786069651741	0.0646766169154228	0.4054726368159204			20.026555577855685	28.284969915436232	0.4779478750710478	20.217663752810143	28.048439271910027	0.0	0.2347245692818645	0.1490055851610022			0	0	0	0	0
Cldn18	0.1509433962264151	0.2547169811320754	0.3018867924528302	0.330188679245283			6.576823990161125	0.595540488781418	-2.2475480152091896	6.699178566974193	0.5906126296505206	0.3821774391509652	0.0	-1.8081791643895424			0	0	0	0	0
Cpeb3	0.3113207547169811	0.3584905660377358	0.0754716981132075	0.330188679245283			1016.0595997992132	771.9475871983341	-0.3959617288795363	1027.265085447396	765.8403418396805	1219.0394146490132	859.3311197707266	0.0807497313184737	-0.114966097184415	0.183516729319516	0	1	1	1	1
Cplx4	0.3432835820895522	0.5920398009950248	0.6915422885572139	0.7412935323383084			0.0	0.2920784563987182	0.3696936746919141								0	0	0	0	0
Crkl	0.2816901408450704	0.0845070422535211	0.1830985915492957	0.056338028169014			3203.8662696196807	2900.9766323012777	-0.1432282559650518	3240.782393105834	2879.0551822296134	811.4390258642284	670.1078795328948	0.1050240477240954	-0.0426232796537021	0.742348158810724	0	0	0	0	0
Crmp1	0.5070422535211268	0.4929577464788732	0.5352112676056338	0.9295774647887324			10.316755096164949	13.25575636442142	0.3330842389894149	10.433655004347711	13.154638577616472	4.448419606934713	5.665005807564757	0.017219931118385	-0.0255527315666408	0.950137475155988	0	0	0	0	0
Ctnnb1	0.9716981132075472	0.9622641509433962	0.4622641509433962	0.6556603773584906			11093.091014097585	15965.75895860048	0.52528002815199	11217.265712336846	15842.929507503584	1433.9616669803445	1403.5057611933903	0.5290301832881164	0.0258519882170617	0.916807613923993	1	1	1	0	0
Cxcl9	0.3962264150943396	0.5	0.6698113207547169	0.7971698113207547			2.389025680142217	3.111955612782289	0.2789541223942088	2.4057126042564447	3.0909537680741823	0.7643548783019304	0.0	1.0836213075150385			0	0	0	0	0
Cyb561d1	0.0943396226415094	0.1037735849056603	0.1886792452830188	0.0613207547169811			521.5769119360524	573.0807830190938	0.1356103770406122	527.5514395765642	568.6514705613085	14.337481397293152	24.35548360797618	-0.6172005752600227			0	0	0	0	0
Cyb5rl	0.2452830188679245	0.4528301886792453	0.3773584905660377	0.4669811320754717			158.4027167533294	139.0937833997664	-0.1862832796386205	160.24541319092637	138.0383676973173	58.83843278288165	57.44760331651077	-0.1798465487320358			0	0	0	0	0
Cyfip1	0.7323943661971831	0.5211267605633803	0.8309859154929577	0.3943661971830985			1332.7292922342065	1506.946433741425	0.1771193095285209	1347.2081038103445	1495.3006075063042	310.82404177006515	268.6176756663338	0.3601739248785919	0.0154362100219619	0.952250652111266	0	0	0	0	0
Dap	0.3681592039800995	0.2736318407960199	0.4378109452736318	0.3532338308457711			1335.408266305925	1358.4742825404212	0.024688048304608	1349.2978874120029	1347.5030262684986	191.5634788995756	167.9404640977549	0.1869002376777737	-0.0221339892326406	0.93996412714871	0	0	0	0	0
Dipk1c	0.0422535211267605	0.323943661971831	0.0985915492957746	0.2464788732394366													0	0	0	0	0
Dnajb1	0.5943396226415094	0.5188679245283019	0.4811320754716981	0.7169811320754716			5039.105817891202	4076.538971617544	-0.3057553579229009	5096.882029107747	4046.1333940660807	188.42504948482	195.16822427101985	-0.383461831918468	-0.286997008869413	0.0373145685770446	0	0	0	0	0
Dnajb4	0.5492957746478874	0.5774647887323944	0.5633802816901409	0.056338028169014			5136.165499557817	4746.976379145472	-0.1136597947855733	5195.844147464271	4710.332471629129	2388.2205272034694	1015.893311537936	1.0908710477202122	0.0833916584667093	0.617669163067906	0	0	0	0	0
Dnmt3b	0.7661691542288557	0.7412935323383084	0.6467661691542289	0.4054726368159204			672.4205681592151	652.4110263332656	-0.0435169852956913	680.1273477887738	647.4912464578097	156.67981879101444	142.19541008923235	0.0681753155586002	-0.0787378765282712	0.818209045303874	0	0	0	0	0
Dock5	0.472636815920398	0.3383084577114428	0.0248756218905472	0.5522388059701493			802.738668203699	756.186685536719	-0.0860774494947201	811.3898288221911	750.2452518537672	103.9308234806499	94.47273522831476	0.0233896256843797	-0.0708790863044936	0.52450627033358	0	0	0	0	0
Dpp10	0.1691542288557214	0.2985074626865671	0.4825870646766169	0.6933962264150944			0.3608324558427889	0.0	-0.4444894547890241	0.3634503515131412	0.0	4.235370625772876	1.8669633086609496	0.4215060647476316			0	0	0	0	0
Dydc2	0.2264150943396226	0.4150943396226415	0.6226415094339622	0.8349056603773585			0.4917299651717763	0.2662051868860052	-0.2364751902175899	0.5015353735605355	0.2650911150132712	12.223349569723474	12.148839296217549	-0.2390449516723558			0	0	0	0	0
Eea1	0.8169014084507042	0.6338028169014085	0.7323943661971831	0.7253521126760564	0.3636363636363636	0.2941176470588235	2733.71812308034	3073.7409120584302	0.1690727121899236	2765.591653721685	3050.2911273977675	660.3502166513141	452.15217088250415	0.6867289705880348	0.353721782021941	0.0010721521628036	0	0	0	0	0
Eef1a1	0.9905660377358492	0.981132075471698	0.981132075471698	0.4056603773584906			259589.96050327935	272480.7461193144	0.0699194386743263	262595.9318717226	270412.46477923344	275.4282070714527	381.4001118244593	-0.4258611778240194	0.0343283414785281	0.749496588366775	0	0	0	0	0
Eif5a2	0.835820895522388	0.7860696517412935	0.6318407960199005	0.8756218905472637			1799.141909934212	4140.228807762499	1.2019482730149127	1820.0925748291663	4108.137180116607	281.75979456569434	288.49229797364336	1.1400832646638188	-0.0053838901176189	0.990532750605219	1	1	0	0	0
Elavl1	0.3490566037735849	0.1792452830188679	0.0283018867924528	0.4669811320754717			4285.938404804055	4706.877863802404	0.1351292046045491	4335.608187194273	4671.712506890794	1417.5786093877814	1511.1050892958965	0.0155808654078074	0.016218754595586	0.918300913296422	0	0	0	0	0
Elp1	0.8490566037735849	0.160377358490566	0.7169811320754716	0.1981132075471698													0	0	0	0	0
Enox2	0.9056603773584906	0.7641509433962265	0.6415094339622641	0.0613207547169811			486.41411517607565	569.5767521222872	0.2272729350775552	492.0697536433078	565.2668232160917	161.26046644751514	154.60922868820506	0.2600741667352835	0.209030679559542	0.0711144959190724	0	0	0	0	0
Epcip	0.1293532338308457	0.1641791044776119	0.0398009950248756	0.4054726368159204													0	0	0	0	0
Erap1	0.7075471698113207	0.7547169811320755	0.7641509433962265	0.0613207547169811			1740.341160877294	1783.1683797101605	0.0350528938026287	1759.379716018869	1769.2287602810763	165.83215739005016	159.24007136034334	0.0662115837157653	0.0081878989061562	0.973757135988487	0	0	0	0	0
Ereg	0.3830845771144278	0.4378109452736318	0.681592039800995	0.4925373134328358			0.4917299651717763	3.1895754213204284	1.4898176454067658	0.5015353735605355	3.162580279678941	0.0	0.6036695314011445	0.7896627577655932			0	0	0	0	0
Fam117b	0.8258706467661692	0.5572139303482587	0.4328358208955223	0.5522388059701493			1134.345628496428	1690.4250415445724	0.5751076850310554	1147.534690586199	1677.8099415707982	68.67347616685568	83.72197145780912	0.2655178624110811	0.105490236651311	0.364327139109603	0	0	0	0	0
Fam168b	0.4150943396226415	0.2358490566037736	0.2547169811320754	0.1981132075471698			5036.543304848842	6253.352000039981	0.3121400818939076	5094.280134900729	6205.680781216185	549.4542771107888	574.1716852543412	0.2212905577751366			0	0	0	0	0
Fam204a	0.6268656716417911	0.2388059701492537	0.6666666666666666	0.4925373134328358													0	0	0	0	0
Fam24a	1.0	1.0	0.9905660377358492	0.9386792452830188			0.0	0.0	0.0	0.0	0.0	3.055413766136415	2.979214817815773	0.0273653323862299			0	0	0	0	0
Fam81a	0.5352112676056338	0.5070422535211268	0.6056338028169014	0.5211267605633803			11.091856941449572	14.899847203451245	0.394977085686948	11.201689396013832	14.77442317495229	5.1459254008695146	5.449847657877867	0.3008715101289068	-0.263461456866381	0.298344570859545	0	0	0	0	0
Fastkd2	0.6417910447761194	0.5771144278606966	0.2487562189054726	0.1169154228855721			1282.2245799575658	1274.9776940794816	-0.0081705728140587	1297.56340084533	1265.3199732971905	178.6310555335373	168.17553262507792	0.0502413983263731	-0.0255657451633807	0.924800757520255	0	0	0	0	0
Fbxl19	0.5211267605633803	0.4366197183098591	0.380281690140845	0.056338028169014			2135.1675216408507	1417.652859126997	-0.59050318124477	2159.5248696651	1406.9297624675792	283.4924228777265	207.2305425342013	-0.1675979390094227			0	0	1	0	0
Fhl5	0.1408450704225352	0.2676056338028169	0.4366197183098591	0.6197183098591549			0.0	0.0	0.0	0.0	0.0	261.6450040102643	116.2029880576724	1.1641047907087283			0	0	0	0	0
Fmr1	0.9859154929577464	0.8169014084507042	0.8732394366197183	0.056338028169014	0.8181818181818182	0.7058823529411765	5260.106827639723	6981.389031925865	0.4083543960318856	5319.332595925123	6927.90313387815	1581.257657962652	1202.3776504304303	0.7760056325121963	0.330286640934889	0.000741869581345	0	0	0	0	0
Fpgt	0.9528301886792452	0.9528301886792452	0.9528301886792452	0.0613207547169811			495.297610709297	438.2260691009548	-0.1762418249559426	500.9467161396171	434.7790986834448	40.87061152947542	37.217801792916944	-0.0722440326945815			0	0	0	0	0
Fzd1	0.7452830188679245	0.6037735849056604	0.5943396226415094	0.6084905660377359			81.22332793360063	90.9624481336544	0.1614971073829021								0	0	0	0	0
Fzd4	0.4433962264150943	0.3867924528301887	0.330188679245283	0.4669811320754717			145.92215330314886	156.64862481411868	0.1016606396981932	147.2495802451588	155.33293420441646	1.1012976788510411	2.8841272641683067	-0.8097161980442552			0	0	0	0	0
Gad1	0.7512437810945274	0.9552238805970148	0.8606965174129353	0.4552238805970149			4.739578248464995	2.822983273928321	-0.5862458415234141	4.798377759400985	2.800503869285967	3.0662209890190524	1.1206624467886064	0.3297150001968466			0	0	0	0	0
Gal3st1	0.3930348258706467	0.6368159203980099	0.6218905472636815	0.8507462686567164			16.707506900968962	14.091628770576133	-0.2306125867799115	16.850014090072467	13.98646681841201	5.527099966484826	9.957802723791476	-0.9997094122302534			0	0	0	0	0
Gas1	0.8773584905660378	0.7075471698113207	0.9245283018867924	0.330188679245283			7.688734649157641	6.184068709620643	-0.2743449426097629						-0.0362247410119042	0.925909216325312	0	0	0	0	0
Gfra2	0.6792452830188679	0.2924528301886792	0.7547169811320755	0.9622641509433962			273.09366140444075	233.58064670918216	-0.2245849717289011	275.7206826981002	231.73900066810455	90.40175578054172	71.26321934588638	0.0892428593082498	-0.165472075964983	0.551536941811002	0	0	0	0	0
Ghr	0.943661971830986	0.9014084507042254	0.943661971830986	0.5070422535211268			606.5312635577772	629.526399148621	0.0535981234772458	611.754483749079	623.9522778988729	180.12113572606742	146.35542048980622	0.3260916708084745			0	0	0	0	0
Gjc3	0.0547263681592039	0.5323383084577115	0.1293532338308457	0.900497512437811			0.3380322040499046	0.8819271571881454	0.4920979479777563	0.3403770421238838	0.8732395525883091	1.831225141433754	2.303018467198937	0.2605379661948028			0	0	0	0	0
Glo1	0.2835820895522388	0.0298507462686567	0.1592039800995024	0.7089552238805971			8164.516401348268	7047.976811966647	-0.2121302676181798	8257.530296238452	6993.821932357317	1179.0418012706266	892.5357426367267	0.1616428919304375	-0.007172952919241	0.979760912641402	0	0	0	0	0
Glrp1	0.5	0.6792452830188679	0.6037735849056604	0.0613207547169811			3.518346941594364	4.274577650385171	0.2232605255469757	3.574954612952844	4.240480547656543	30.613879775097768	37.40982720129544	-0.0849756934367654			0	0	0	0	0
Gm20537	0.9800995024875622	0.9900497512437813	0.900497512437811	0.7761194029850746			0.0	0.0	0.0	0.0	0.0	422.6670561043616	395.49058392519424	0.095644346218193			0	0	0	0	0
Gm21969	0.1592039800995024	0.0597014925373134	0.308457711442786	0.2412935323383084													0	0	0	0	0
Gm21972	0.9339622641509434	0.8679245283018868	0.5754716981132075	0.7971698113207547													0	0	0	0	0
Gm32742	0.4676616915422885	0.3880597014925373	0.6169154228855721	0.2412935323383084													0	0	0	0	0
Gm3752	0.3233830845771144	0.4527363184079602	0.5174129353233831	0.8830845771144279			0.0	0.0	0.0	0.0	0.0	0.3595601198500379	0.8188276810880342	-0.4198689171595648			0	0	0	0	0
Gm49340	0.7611940298507462	0.7562189054726368	0.8855721393034826	0.4054726368159204													0	0	0	0	0
Gng12	0.6915422885572139	0.4228855721393035	0.1442786069651741	0.8159203980099502			1000.6879412574564	1013.6124194055614	0.0184955934914088	1010.8758744128144	1005.360182879127	53.7104215755283	49.42202379671539	0.1098760678361197	-0.0109141406876322	0.947108266636743	0	0	0	0	0
Gpm6a	0.845771144278607	0.6716417910447762	0.7114427860696517	0.3532338308457711			18.33639455760616	23.506961278336515	0.3418727928461444	18.515778542190727	23.3001687181885	0.7191202397000759	1.676788201366018	-0.3225072239770133			0	0	0	0	0
Gpr26	0.0796019900497512	0.0646766169154228	0.2238805970149253	0.835820895522388			0.0	0.2920784563987182	0.3696936746919141	0.0	0.2889666188815243	0.3595601198500379	0.5841031118061696	0.1456886049236733			0	0	0	0	0
Gsk3b	0.2830188679245283	0.2641509433962264	0.0566037735849056	0.1981132075471698			3073.4532243784174	2862.3953056814803	-0.1026030022347036	3108.5009454932856	2840.4178199014527	411.9374347740061	337.367906969296	0.1572584056425217	0.0379875301971304	0.804586110067379	0	0	0	0	0
H4c4	0.8905472636815921	0.8706467661691543	0.7711442786069652	0.4925373134328358													0	0	0	0	0
Has2	0.7263681592039801	0.7313432835820896	0.582089552238806	0.0273631840796019			46.645714721572496	32.831208613184735	-0.4939917452409868	47.14093833988576	32.56678973750124	14.069704670075971	8.118494535992058	0.2045538884249995			0	0	0	0	0
Haus1	0.9751243781094528	0.9800995024875622	0.845771144278607	0.5522388059701493			1204.1162857779273	1193.204199217605	-0.0131228169047963	1218.096224672544	1184.2711357928445	392.4963231416936	423.5207953506886	-0.1500799560156304	0.0142092999163842	0.955795564086074	0	0	0	0	0
Hdgfl3	0.160377358490566	0.3490566037735849	0.5377358490566038	0.6084905660377359													0	0	0	0	0
Hdhd2	0.3661971830985915	0.1549295774647887	0.1690140845070422	0.1619718309859155	0.9090909090909092	0.7647058823529411	975.5774861655628	1083.998609727206	0.1518867702104273	986.9632404697592	1075.820872350045	719.6675377777739	867.5619052744709	-0.1450458066084127	0.0366987359897465	0.918867883285835	0	0	0	0	0
Hmgb1	0.9154929577464788	0.8591549295774648	0.5492957746478874	0.8380281690140845			21138.07104748171	19879.12093775896	-0.0885854458025929	21383.987495751888	19728.395657569225	767.5309831444032	737.1972711498884	-0.0581545803923892	0.0022108848877549	0.993883237005767	0	0	0	0	0
Hpcal1	0.9353233830845772	0.8606965174129353	0.6716417910447762	0.6268656716417911			436.9347148315396	452.4208494087695	0.0501349153546321	441.32139232702906	448.7723811384094	116.57432291933829	112.03663441812182	0.0808826630292519	0.0373473823414887	0.864987746258707	0	0	0	0	0
Hs6st2	0.2587064676616915	0.5970149253731343	0.0298507462686567	0.0273631840796019			15.67112438911743	18.635802244974908	0.2361351316807955	15.876666089495302	18.487688052395672	3.471015747470945	2.805861585788408	0.4399125441362287	-0.56877723412743	0.641651940325404	0	0	0	0	0
Hus1	0.380281690140845	0.1830985915492957	0.0422535211267605	0.1619718309859155			1754.38171897188	1715.0001574796331	-0.0327351026654512	1775.5302253940536	1702.3048881862926	212.3595732686308	216.49727152072373	-0.0884359949120985	-0.189018225203458	0.0790526521325065	0	0	0	0	0
Hykk	0.1830985915492957	0.352112676056338	0.6619718309859155	0.2957746478873239													0	0	0	0	0
Idi1	0.7412935323383084	0.845771144278607	0.9054726368159204	0.4552238805970149			2208.366714120385	2570.245797934245	0.2188346316905244	2231.289903148325	2549.235245873993	80.01597754338819	91.50135934125616	0.0008378250084035	0.096339526753716	0.792307703347673	0	0	0	0	0
