gene,miRNA,category,common_score,relative_range,specificity_margin,specific_sample,n_sites,raw_blood,relative_blood,site_coverage_blood,coverage_dependence_blood,raw_heart,relative_heart,site_coverage_heart,coverage_dependence_heart,raw_liver,relative_liver,site_coverage_liver,coverage_dependence_liver
MBNL3,hsa-miR-6884-5p,specific,0.0705171674489975,0.0172839388251304,0.0095418542623519,Blood,1,0.0888235569000244,0.0225801616907119,6.135,Medium,0.0802827924489975,0.0052962228655815,3.902,Low,0.0705171674489975,0.0130383074283599,0.093,Low
MBNL3,hsa-miR-339-5p,specific,0.0684687122702598,0.0103095844388008,0.0095321238040924,Liver,1,0.0684687122702598,0.0022253170609474,6.952,Low,0.0779893472790718,0.0030027776956558,0.516,Medium,0.0700137615203857,0.0125349014997482,0.054,Low
MBNL3,hsa-miR-6774-5p,specific,0.0662287846207618,0.0102365314960479,0.0093344077467918,Liver,1,0.0662287846207618,-1.4610588550567629e-05,6.248,Low,0.0740698352456092,-0.0009167343378067,0.771,Medium,0.0667986571788787,0.0093197971582412,0.056,Low
MBNL3,hsa-miR-1909-3p,specific,0.0648556724190712,0.0101972967386245,0.0092528983950614,Liver,1,0.0648556724190712,-0.0013877227902412,7.199,Low,0.0745432451367378,-0.0004433244466781,0.976,Medium,0.0662884339690208,0.0088095739483833,0.089,Low
MBNL3,hsa-miR-4513,specific,0.0687110722064971,0.0098460167646408,0.0092168301343917,Liver,1,0.0687110722064971,0.0024676769971847,7.553,Low,0.0768250599503517,0.0018384903669357,0.654,Medium,0.069163367152214,0.0116845071315765,0.02,Low
MBNL3,hsa-miR-3934-3p,specific,0.0699327886104583,0.0092698037624359,0.0090916007757186,Liver,1,0.0699327886104583,0.0036893934011459,6.679,Low,0.0788541659712791,0.0038675963878631,1.274,Medium,0.0704380571842193,0.0129591971635818,0.082,Low
MBNL3,hsa-miR-515-5p,specific,0.064782053232193,0.0119836926460266,0.0090849325060844,Liver,1,0.064782053232193,-0.0014613419771194,6.937,Low,0.0706264674663543,-0.0043601021170616,0.507,Low,0.0651024505496025,0.0076235905289649,0.05,Low
MBNL3,hsa-miR-4783-3p,specific,0.0630431175231933,0.0177484601736068,0.0090642869472503,Blood,1,0.0895561128854751,0.0233127176761627,5.547,High,0.0892350003123283,0.0142484307289123,2.798,High,0.0630431175231933,0.0055642575025558,0.041,Low
MBNL3,hsa-miR-6780a-5p,specific,0.0546244569122791,0.0248057879507541,0.0089226365089416,Blood,1,0.0881947800517082,0.0219513848423957,6.139,Medium,0.0880153179168701,0.0130287483334541,3.915,Medium,0.0546244569122791,-0.0028544031083583,0.095,Low
MBNL3,hsa-miR-4663,specific,0.0604968667030334,0.0103801637887954,0.0088666304945945,Liver,1,0.0604968667030334,-0.0057465285062789,5.619,Low,0.0677265077829361,-0.0072600618004798,0.613,Medium,0.060598962008953,0.0031201019883155,0.02,Low
MBNL3,hsa-miR-920,specific,0.0592920072376728,0.0130780152976512,0.0088378712534904,Heart,1,0.0722966864705085,0.0060532912611961,5.914,Low,0.0898777320981025,0.0148911625146865,3.968,High,0.0592920072376728,0.0018131472170352,0.117,Low
MBNL3,hsa-miR-9851-3p,specific,0.067408949136734,0.009672425687313,0.0088348537683486,Liver,1,0.067408949136734,0.0011655539274215,5.719,Low,0.0769896954298019,0.0020031258463859,0.871,Medium,0.0683168396353721,0.0108379796147346,0.021,Low
MBNL3,hsa-miR-4661-5p,specific,0.0844318121671676,0.0091428682208061,0.0088342875242233,Liver,1,0.0844318121671676,0.0181884169578552,6.739,Low,0.093483567237854,0.018496997654438,1.278,Medium,0.0848101451992988,0.0273312851786613,0.082,Low
MBNL3,hsa-miR-3677-5p,specific,0.0662433952093124,0.0092217698693275,0.0087921023368835,Liver,1,0.0662433952093124,0.0,5.782,Low,0.0745569020509719,-0.000429667532444,0.935,Medium,0.066270962357521,0.0087921023368835,0.03,Low
MBNL3,hsa-miR-515-3p,specific,0.0435697585344314,0.0122086778283119,0.0087766274809837,Blood,1,0.0645429715514183,-0.0017004236578941,5.444,Medium,0.0645095184445381,-0.0104770511388778,1.72,Medium,0.0435697585344314,-0.013909101486206,0.012,Low
MBNL3,hsa-miR-5693,specific,0.0634828060865402,0.0106738954782485,0.0087335109710693,Liver,1,0.0635138303041458,-0.0027295649051666,5.753,Low,0.0703166201710701,-0.0046699494123458,0.905,Medium,0.0634828060865402,0.0060039460659027,0.026,Low
MBNL3,hsa-miR-4763-3p,specific,0.0572805665433406,0.0091422609984874,0.0087290555238723,Liver,1,0.0573160462081432,-0.0089273490011692,7.143,Low,0.0656460151076316,-0.0093405544757843,0.979,Medium,0.0572805665433406,-0.0001982934772968,0.09,Low
MBNL3,hsa-miR-3689a-3p,specific,0.048221368342638,0.0189360119402408,0.0087205022573471,Blood,1,0.0759219154715538,0.0096785202622413,6.14,Medium,0.0759445875883102,0.0009580180048942,3.92,Medium,0.048221368342638,-0.0092574916779994,0.096,Low
MBNL3,hsa-miR-3689b-3p,specific,0.0507753863930702,0.0199064835906028,0.0087037980556488,Blood,1,0.079446405172348,0.0132030099630355,6.14,High,0.0794857814908027,0.0044992119073867,3.92,High,0.0507753863930702,-0.0067034736275672,0.096,Low
MBNL3,hsa-miR-3689c,specific,0.0507753863930702,0.0199064835906028,0.0087037980556488,Blood,1,0.079446405172348,0.0132030099630355,6.14,High,0.0794857814908027,0.0044992119073867,3.92,High,0.0507753863930702,-0.0067034736275672,0.096,Low
MBNL3,hsa-miR-6854-5p,specific,0.0651067718863487,0.0112029835581779,0.0087007582187652,Liver,1,0.0651705488562583,-0.001072846353054,6.739,Low,0.0714114978909492,-0.0035750716924667,1.278,Medium,0.0651067718863487,0.0076279118657112,0.082,Low
MBNL3,hsa-miR-635,specific,0.0654782652854919,0.011040985584259,0.0086731165647506,Liver,1,0.0655696839094162,-0.0006737112998962,6.249,Low,0.0719449892640113,-0.0030415803194046,0.771,Medium,0.0654782652854919,0.0079994052648544,0.057,Low
MBNL3,hsa-miR-18b-3p,specific,0.0680589228868484,0.009512148797512,0.0086098834872245,Liver,1,0.0680589228868484,0.001815527677536,5.799,Low,0.0777043625712394,0.0027177929878234,0.951,Medium,0.0688065364956855,0.011327676475048,0.033,Low
MBNL3,hsa-miR-342-3p,specific,0.0673085153102874,0.0138773769140243,0.0086087435483932,Blood,1,0.0899504274129867,0.0237070322036743,5.44,Medium,0.090084858238697,0.015098288655281,2.895,Medium,0.0673085153102874,0.0098296552896499,0.083,Low
MBNL3,hsa-miR-663b,specific,0.0615188367664814,0.0097679831087589,0.0085130557417869,Liver,1,0.0615188367664814,-0.004724558442831,5.769,Low,0.0715169385075569,-0.003469631075859,0.921,Medium,0.0625222846865654,0.0050434246659278,0.028,Low
MBNL3,hsa-miR-764,specific,0.0606237910687923,0.0091641917824745,0.0084888897836208,Liver,2,0.0606237910687923,-0.00561960414052,7.176,Low,0.0700422674417495,-0.0049443021416664,1.11,Medium,0.0610234476625919,0.0035445876419544,0.077,Low
MBNL3,hsa-miR-4691-5p,specific,0.0757614076137542,0.0094292610883712,0.0083945244550704,Liver,1,0.0757614076137542,0.0095180124044418,7.444,Low,0.0855393186211586,0.0105527490377426,0.745,Medium,0.0764261335134506,0.0189472734928131,0.037,Low
MBNL3,hsa-miR-6765-5p,specific,0.0635324716567993,0.008510947227478,0.0083131268620491,Liver,1,0.0639838799834251,-0.0022595152258872,7.513,Low,0.0725292339920997,-0.0024573355913162,0.611,Medium,0.0635324716567993,0.0060536116361618,0.035,Low
MBNL3,hsa-miR-520a-3p,specific,0.0720254704356193,0.0089430585503578,0.0083053782582283,Liver,1,0.0720254704356193,0.0057820752263069,6.964,Low,0.0814063251018524,0.0064197555184364,0.523,Medium,0.0722039937973022,0.0147251337766647,0.056,Low
MBNL3,hsa-miR-5000-3p,specific,0.0727240070700645,0.009611390531063,0.0082771629095077,Liver,1,0.0732113793492317,0.0069679841399192,5.708,Low,0.0806203261017799,0.0056337565183639,0.876,Medium,0.0727240070700645,0.015245147049427,0.113,Low
MBNL3,hsa-miR-5581-3p,specific,0.0658784210681915,0.0083313062787055,0.0082741230726242,Liver,1,0.0663116499781608,6.825476884841919e-05,6.638,Low,0.0751120075583458,0.0001254379749298,0.463,Medium,0.0658784210681915,0.008399561047554,0.05,Low
MBNL3,hsa-miR-1301-3p,specific,0.0670928359031677,0.0310094133019447,0.0081968754529953,Blood,1,0.1068667843937873,0.0406233891844749,4.774,High,0.1074130833148956,0.0324265137314796,2.717,High,0.0670928359031677,0.0096139758825302,0.014,Low
MBNL3,hsa-miR-331-3p,specific,0.0746041908860206,0.0085411965847015,0.0081918984651565,Liver,1,0.074827529489994,0.0085841342806816,6.241,Low,0.0839200019836425,0.0089334324002265,0.775,Medium,0.0746041908860206,0.0171253308653831,0.055,Low
MBNL3,hsa-miR-1182,specific,0.0635633245110511,0.0088297203183174,0.0081610456109046,Liver,1,0.0641668140888214,-0.002076581120491,7.08,Low,0.0722413137555122,-0.0027452558279037,0.983,Medium,0.0635633245110511,0.0060844644904136,0.092,Low
MBNL3,hsa-miR-6722-3p,specific,0.0575332976877689,0.0081168711185455,0.0080852471292018,Liver,1,0.0581809617578983,-0.0080624334514141,7.146,Low,0.0669557601213455,-0.0080308094620704,0.979,Medium,0.0575332976877689,5.443766713142395e-05,0.09,Low
MBNL3,hsa-miR-215-3p,specific,0.0679469257593154,0.0086648166179656,0.0080851018428802,Liver,1,0.0686263591051101,0.0023829638957977,7.813,Low,0.0767898187041282,0.0018032491207122,0.612,Medium,0.0679469257593154,0.0104680657386779,0.023,Low
MBNL3,hsa-miR-6748-3p,specific,0.0663042142987251,0.0098126083612442,0.0080751776695251,Liver,1,0.0663042142987251,6.081908941268921e-05,6.952,Low,0.0767848193645477,0.0017982497811317,0.516,Medium,0.0673522874712944,0.0098734274506568,0.054,Low
MBNL3,hsa-miR-7112-5p,specific,0.0521128214895725,0.0142687410116195,0.0080580525100231,Blood,1,0.0689354091882705,0.0026920139789581,4.897,Medium,0.0634098425507545,-0.0115767270326614,2.615,Low,0.0521128214895725,-0.0053660385310649,0.078,Low
MBNL3,hsa-miR-1266-3p,specific,0.0604455024003982,0.008178923279047,0.0080373585224151,Liver,1,0.0610311143100261,-0.0052122808992862,6.961,Low,0.0699158534407615,-0.0050707161426544,0.522,Medium,0.0604455024003982,0.0029666423797607,0.055,Low
MBNL3,hsa-miR-6837-3p,specific,0.077416606247425,0.0096988752484321,0.0080089941620826,Liver,1,0.077416606247425,0.0111732110381126,7.764,Low,0.0878496617078781,0.0128630921244621,0.943,Medium,0.0783509463071823,0.0208720862865448,0.071,Low
MBNL3,hsa-miR-3188,specific,0.0787649527192115,0.0082842484116554,0.0080078393220901,Liver,1,0.079245239496231,0.0130018442869186,6.661,Low,0.0882648229598999,0.0132782533764839,0.773,Medium,0.0787649527192115,0.021286092698574,0.084,Low
MBNL3,hsa-miR-6797-5p,specific,0.0596804656088352,0.0127580873668193,0.0079781673848629,Liver,1,0.0604668334126472,-0.0057765617966651,6.973,Low,0.0644300878047943,-0.0105564817786216,0.294,Low,0.0596804656088352,0.0022016055881977,0.035,Low
MBNL3,hsa-miR-4728-5p,specific,0.0619518123567104,0.0112775601446628,0.0079153515398502,Liver,1,0.0628009960055351,-0.0034423992037773,6.973,Low,0.068181961774826,-0.0068046078085899,0.294,Medium,0.0619518123567104,0.0044729523360729,0.035,Low
MBNL3,hsa-miR-6849-5p,specific,0.0678157582879066,0.0087868049740791,0.0078975707292556,Liver,1,0.0686827227473259,0.0024393275380134,5.31,Low,0.0765366628766059,0.00155009329319,0.521,Medium,0.0678157582879066,0.0103368982672691,0.01,Low
MBNL3,hsa-miR-24-3p,specific,0.0863340497016906,0.0093200802803039,0.0078770145773887,Liver,1,0.0872215703129768,0.0209781751036643,6.068,Low,0.0945216789841651,0.0195351094007492,0.425,Medium,0.0863340497016906,0.0288551896810531,0.072,Low
MBNL3,hsa-miR-6825-5p,specific,0.0665162652730941,0.0083750337362289,0.0078212395310401,Liver,1,0.0674595609307289,0.0012161657214164,6.973,Low,0.0756489410996437,0.0006623715162277,0.294,Medium,0.0665162652730941,0.0090374052524566,0.035,Low
MBNL3,hsa-miR-587,specific,0.0607209987938404,0.0087657012045383,0.0078125894069671,Liver,1,0.0616729445755481,-0.0045704506337642,5.839,Low,0.0694630071520805,-0.0055235624313354,0.824,Medium,0.0607209987938404,0.0032421387732028,0.079,Low
MBNL3,hsa-miR-6798-5p,specific,0.0550042018294334,0.0089892297983169,0.0077971443533897,Liver,1,0.0559715926647186,-0.0102718025445938,7.229,Low,0.0635226815938949,-0.011463887989521,0.974,Medium,0.0550042018294334,-0.002474658191204,0.088,Low
MBNL3,hsa-miR-6888-5p,specific,0.0673137009143829,0.0102019011974334,0.0077369958162307,Liver,1,0.068341240286827,0.0020978450775146,5.872,Low,0.0746195092797279,-0.000367060303688,0.446,Medium,0.0673137009143829,0.0098348408937454,0.071,Low
MBNL3,hsa-miR-6872-3p,specific,0.0685689151287078,0.0100087672472,0.0077232643961906,Liver,1,0.0685689151287078,0.0023255199193954,6.599,Low,0.0795975923538208,0.0046110227704048,0.449,Medium,0.0698131471872329,0.0123342871665954,0.05,Low
MBNL3,hsa-miR-3688-3p,specific,0.075470320880413,0.008999228477478,0.0077057629823684,Liver,1,0.0765290930867195,0.010285697877407,7.963,Low,0.0839788019657135,0.0089922323822975,1.171,Medium,0.075470320880413,0.0179914608597755,2.694,Low
MBNL3,hsa-miR-150-5p,specific,0.0820401534438133,0.0087719410657882,0.007679134607315,Liver,1,0.0820401534438133,0.0157967582345008,6.204,Low,0.09187613427639,0.016889564692974,0.41,Medium,0.0820475593209266,0.0245686993002891,0.073,Low
MBNL3,hsa-miR-4804-3p,specific,0.048988226801157,0.0189595632255077,0.0076580420136451,Blood,1,0.0767123252153396,0.0104689300060272,5.76,Medium,0.077797457575798,0.002810887992382,3.745,Medium,0.048988226801157,-0.0084906332194805,0.086,Low
MBNL3,hsa-miR-9902,specific,0.0824639201164245,0.0092391967773437,0.0076547414064407,Liver,1,0.0835737138986587,0.0173303186893463,5.56,Low,0.0907324329018592,0.0157458633184433,0.908,Medium,0.0824639201164245,0.024985060095787,0.093,Low
MBNL3,hsa-miR-3173-3p,specific,0.0642383620142936,0.0126375332474708,0.0076463520526885,Liver,1,0.06535654515028,-0.0008868500590324,6.362,Low,0.0691085383296012,-0.0058780312538146,0.728,Low,0.0642383620142936,0.0067595019936561,0.091,Low
MBNL3,hsa-miR-188-3p,specific,0.0602522864937782,0.0082459151744842,0.0076189562678337,Liver,1,0.0613978654146194,-0.0048455297946929,6.4,Low,0.0695140808820724,-0.0054724887013435,0.69,Medium,0.0602522864937782,0.0027734264731407,0.085,Low
MBNL3,hsa-miR-6721-5p,specific,0.0703451931476593,0.0077965408563613,0.0075456723570823,Liver,1,0.0715640559792518,0.0053206607699394,7.166,Low,0.0800563618540763,0.0050697922706604,0.978,Medium,0.0703451931476593,0.0128663331270217,0.09,Low
MBNL3,hsa-miR-3150a-3p,specific,0.0617901347577571,0.0077112652361392,0.0075316615402698,Liver,1,0.0630230084061622,-0.0032203868031501,6.973,Low,0.0715865790843963,-0.0033999904990196,0.294,Medium,0.0617901347577571,0.0043112747371196,0.035,Low
